Time_sec,Local_Field_Potential_mV
16.154,-0.18727
16.155,-0.22585
16.156,-0.28373
16.157,-0.28453
16.158,-0.24588
16.159,-0.31374
16.16,-0.30146
16.161,-0.25949
16.162,-0.27301
16.163,-0.26801
16.164,-0.23902
16.165,-0.18847
16.166,-0.18924
16.167,-0.16678
16.168,-0.14377
16.169,-0.20591
16.17,-0.16629
16.171,-0.13742
16.172,-0.22488
16.173,-0.20697
16.174,-0.17675
16.175,-0.19724
16.176,-0.24994
16.177,-0.20614
16.178,-0.059602
16.179,-0.073279
16.18,-0.046995
16.181,0.021722
16.182,-0.0050135
16.183,-0.010911
16.184,-0.00692
16.185,0.028348
16.186,-0.034834
16.187,-0.067327
16.188,0.0072105
16.189,-0.034669
16.19,-0.047484
16.191,-0.079887
16.192,-0.098815
16.193,-0.0187
16.194,0.00054826
16.195,-0.081258
16.196,-0.098659
16.197,-0.042731
16.198,-0.12911
16.199,-0.15686
16.2,-0.11335
16.201,-0.13445
16.202,-0.1122
16.203,-0.064918
16.204,-0.01775
16.205,-0.057475
16.206,-0.059858
16.207,0.0016386
16.208,-0.013618
16.209,-0.0018611
16.21,0.0041447
16.211,0.0057718
16.212,0.089818
16.213,0.10119
16.214,0.038806
16.215,-0.0092205
16.216,0.010494
16.217,0.0093116
16.218,-0.0093974
16.219,0.052919
16.22,0.024962
16.221,0.040976
16.222,0.087949
16.223,0.012162
16.224,0.029983
16.225,0.07155
16.226,0.065121
16.227,0.0073737
16.228,-0.069603
16.229,-0.030438
16.23,0.043964
16.231,-0.028642
16.232,-0.060016
16.233,-0.081881
16.234,-0.14147
16.235,-0.0069194
16.236,-0.039943
16.237,-0.11221
16.238,-0.083702
16.239,-0.10539
16.24,-0.092385
16.241,-0.12083
16.242,-0.10551
16.243,-0.13191
16.244,-0.1757
16.245,-0.10597
16.246,-0.14345
16.247,-0.17056
16.248,-0.14761
16.249,-0.15047
16.25,-0.13936
16.251,-0.088517
16.252,-0.04187
16.253,-0.086703
16.254,-0.040324
16.255,-0.017752
16.256,-0.059342
16.257,-0.050255
16.258,-0.032281
16.259,-0.045967
16.26,-0.12441
16.261,-0.089783
16.262,-0.092356
16.263,-0.16886
16.264,-0.15883
16.265,-0.16991
16.266,-0.22039
16.267,-0.20011
16.268,-0.16499
16.269,-0.18967
16.27,-0.19746
16.271,-0.21831
16.272,-0.26366
16.273,-0.31171
16.274,-0.20002
16.275,-0.16191
16.276,-0.30814
16.277,-0.19559
16.278,-0.16528
16.279,-0.20765
16.28,-0.069466
16.281,-0.16141
16.282,-0.24591
16.283,-0.17342
16.284,-0.15866
16.285,-0.19358
16.286,-0.16528
16.287,-0.10396
16.288,-0.16145
16.289,-0.1429
16.29,-0.10756
16.291,-0.096847
16.292,-0.039857
16.293,-0.081491
16.294,-0.10462
16.295,-0.055153
16.296,-0.086619
16.297,-0.10146
16.298,-0.087904
16.299,-0.10161
16.3,-0.11896
16.301,-0.11367
16.302,-0.086606
16.303,-0.18575
16.304,-0.23932
16.305,-0.1921
16.306,-0.17379
16.307,-0.15821
16.308,-0.1682
16.309,-0.15891
16.31,-0.1975
16.311,-0.11716
16.312,-0.068073
16.313,-0.14205
16.314,-0.088871
16.315,-0.044077
16.316,-0.063091
16.317,-0.10214
16.318,-0.10922
16.319,-0.095282
16.32,-0.12199
16.321,-0.14352
16.322,-0.086895
16.323,-0.10542
16.324,-0.12153
16.325,-0.05276
16.326,-0.098664
16.327,-0.068776
16.328,-0.031205
16.329,-0.098432
16.33,-0.13493
16.331,-0.12202
16.332,-0.098221
16.333,-0.16099
16.334,-0.18867
16.335,-0.16436
16.336,-0.14004
16.337,-0.16049
16.338,-0.15496
16.339,-0.13041
16.34,-0.13104
16.341,-0.087738
16.342,-0.098855
16.343,-0.12102
16.344,-0.072745
16.345,-0.038113
16.346,-0.060415
16.347,-0.1529
16.348,-0.1949
16.349,-0.1512
16.35,-0.1937
16.351,-0.25937
16.352,-0.26959
16.353,-0.29505
16.354,-0.31412
16.355,-0.3014
16.356,-0.26211
16.357,-0.23803
16.358,-0.23071
16.359,-0.22866
16.36,-0.22686
16.361,-0.14828
16.362,-0.16584
16.363,-0.16568
16.364,-0.068636
16.365,-0.11309
16.366,-0.045927
16.367,-0.027677
16.368,-0.09042
16.369,-0.077928
16.37,-0.1998
16.371,-0.18223
16.372,-0.12631
16.373,-0.17751
16.374,-0.113
16.375,-0.09449
16.376,-0.15638
16.377,-0.14041
16.378,-0.1427
16.379,-0.11464
16.38,-0.087351
16.381,-0.087734
16.382,-0.080495
16.383,-0.14739
16.384,-0.11806
16.385,-0.06827
16.386,-0.17664
16.387,-0.1854
16.388,-0.12599
16.389,-0.20859
16.39,-0.20805
16.391,-0.15604
16.392,-0.11608
16.393,-0.047016
16.394,-0.051083
16.395,-0.0096957
16.396,-0.0093359
16.397,-0.060136
16.398,-0.066295
16.399,-0.08176
16.4,-0.10424
16.401,-0.003735
16.402,-0.001258
16.403,-0.12613
16.404,-0.047717
16.405,-0.031119
16.406,-0.096199
16.407,-0.068752
16.408,-0.041822
16.409,-0.002185
16.41,0.04259
16.411,0.05994
16.412,0.12019
16.413,0.10073
16.414,0.087434
16.415,0.0674
16.416,0.010427
16.417,0.13437
16.418,0.1223
16.419,0.04365
16.42,0.084967
16.421,0.036597
16.422,0.022473
16.423,0.031891
16.424,0.043254
16.425,0.07968
16.426,0.070483
16.427,0.10704
16.428,0.16467
16.429,0.13238
16.43,0.10429
16.431,0.16162
16.432,0.12903
16.433,0.10807
16.434,0.16863
16.435,0.14529
16.436,0.10477
16.437,0.077463
16.438,0.052982
16.439,0.037146
16.44,0.011673
16.441,0.013884
16.442,0.02464
16.443,0.11121
16.444,0.064776
16.445,0.043027
16.446,0.080632
16.447,-0.0078069
16.448,0.04764
16.449,0.022868
16.45,0.017065
16.451,0.07964
16.452,0.028249
16.453,0.085627
16.454,0.12807
16.455,0.10819
16.456,0.15405
16.457,0.204
16.458,0.18904
16.459,0.12238
16.46,0.13185
16.461,0.19705
16.462,0.14289
16.463,0.14082
16.464,0.17064
16.465,0.15387
16.466,0.11398
16.467,0.030661
16.468,0.022658
16.469,-0.00045957
16.47,0.013038
16.471,0.03718
16.472,-0.022675
16.473,0.0086487
16.474,0.00053709
16.475,-0.011266
16.476,-0.03188
16.477,-0.081534
16.478,-0.056555
16.479,-0.089267
16.48,-0.065917
16.481,-0.032143
16.482,-0.042129
16.483,0.015424
16.484,0.072911
16.485,0.082353
16.486,0.062171
16.487,0.09546
16.488,0.089842
16.489,0.039379
16.49,0.04832
16.491,0.089095
16.492,0.098644
16.493,0.10018
16.494,0.13982
16.495,0.1575
16.496,0.18115
16.497,0.13888
16.498,0.083968
16.499,0.11105
16.5,0.084207
16.501,0.049091
16.502,0.070217
16.503,0.031262
16.504,0.051638
16.505,0.059025
16.506,-0.0018374
16.507,0.046176
16.508,0.084058
16.509,0.05239
16.51,0.066724
16.511,0.057559
16.512,0.060335
16.513,0.10316
16.514,0.10411
16.515,0.12552
16.516,0.10223
16.517,0.094866
16.518,0.075793
16.519,0.031505
16.52,0.055591
16.521,0.054188
16.522,0.076782
16.523,0.069146
16.524,0.03332
16.525,0.074289
16.526,0.077808
16.527,0.063709
16.528,0.069242
16.529,0.10745
16.53,0.086125
16.531,0.017024
16.532,0.06797
16.533,0.038303
16.534,0.031231
16.535,0.043631
16.536,-0.014326
16.537,0.00044735
16.538,-0.0041186
16.539,-0.031622
16.54,-0.082588
16.541,-0.060759
16.542,0.017949
16.543,0.022059
16.544,0.0089339
16.545,0.028005
16.546,0.063129
16.547,0.093574
16.548,0.072712
16.549,0.05128
16.55,0.091667
16.551,0.070624
16.552,0.057718
16.553,0.02868
16.554,-0.00035361
16.555,0.056349
16.556,0.018745
16.557,-0.023255
16.558,0.016031
16.559,0.017618
16.56,-0.0061548
16.561,0.039513
16.562,0.05371
16.563,0.046286
16.564,0.14252
16.565,0.12028
16.566,0.053193
16.567,0.11577
16.568,0.060903
16.569,0.015373
16.57,0.066845
16.571,0.038966
16.572,0.0007532
16.573,0.037723
16.574,0.025404
16.575,-0.0055117
16.576,0.025874
16.577,-0.018481
16.578,-0.0011312
16.579,-0.013511
16.58,-0.070317
16.581,-0.024517
16.582,-0.10151
16.583,-0.13119
16.584,-0.083306
16.585,-0.10923
16.586,-0.15666
16.587,-0.15923
16.588,-0.15162
16.589,-0.24432
16.59,-0.18136
16.591,-0.1045
16.592,-0.15434
16.593,-0.1191
16.594,-0.10249
16.595,-0.10955
16.596,-0.096702
16.597,-0.053283
16.598,-0.025608
16.599,-0.069624
16.6,-0.047208
16.601,-0.039408
16.602,-0.060833
16.603,-0.038672
16.604,-0.030845
16.605,-0.022286
16.606,-0.044967
16.607,-0.019946
16.608,-0.0010938
16.609,-0.022142
16.61,-0.050862
16.611,-0.11032
16.612,-0.10191
16.613,-0.084028
16.614,-0.11461
16.615,-0.12822
16.616,-0.12601
16.617,-0.13333
16.618,-0.17471
16.619,-0.17854
16.62,-0.14055
16.621,-0.15357
16.622,-0.14814
16.623,-0.13634
16.624,-0.15318
16.625,-0.19097
16.626,-0.21433
16.627,-0.19416
16.628,-0.11902
16.629,-0.065643
16.63,-0.081803
16.631,-0.054101
16.632,-0.034157
16.633,-0.020298
16.634,0.0046987
16.635,-0.0079662
16.636,0.018661
16.637,0.030727
16.638,0.024955
16.639,0.074437
16.64,0.10551
16.641,0.13548
16.642,0.12296
16.643,0.1287
16.644,0.16368
16.645,0.12437
16.646,0.11809
16.647,0.08109
16.648,0.068271
16.649,0.079732
16.65,0.059229
16.651,0.082982
16.652,0.043273
16.653,0.020275
16.654,0.044347
16.655,0.084315
16.656,0.11145
16.657,0.095461
16.658,0.1085
16.659,0.12016
16.66,0.12423
16.661,0.13846
16.662,0.14758
16.663,0.11598
16.664,0.081032
16.665,0.078695
16.666,0.077621
16.667,0.057538
16.668,0.05086
16.669,0.030442
16.67,-0.0327
16.671,-0.054205
16.672,-0.067744
16.673,-0.072347
16.674,-0.03157
16.675,-0.022562
16.676,-0.027307
16.677,0.018348
16.678,0.042539
16.679,0.069942
16.68,0.10862
16.681,0.082519
16.682,0.078654
16.683,0.077522
16.684,0.074078
16.685,0.070385
16.686,0.046693
16.687,0.093311
16.688,0.063718
16.689,0.044516
16.69,0.11394
16.691,0.090551
16.692,0.09292
16.693,0.1003
16.694,0.094964
16.695,0.12632
16.696,0.13303
16.697,0.12208
16.698,0.088275
16.699,0.059776
16.7,0.034936
16.701,0.023908
16.702,0.010728
16.703,0.018965
16.704,-0.0013032
16.705,-0.055453
16.706,-0.046091
16.707,-0.0392
16.708,-0.050788
16.709,-0.089089
16.71,-0.028901
16.711,0.056529
16.712,0.070489
16.713,0.097937
16.714,0.087507
16.715,0.089471
16.716,0.061518
16.717,0.03337
16.718,0.039825
16.719,0.03864
16.72,0.077948
16.721,0.062439
16.722,0.038156
16.723,0.046029
16.724,0.045948
16.725,0.059555
16.726,0.029059
16.727,0.016959
16.728,0.038083
16.729,0.050851
16.73,0.035163
16.731,-0.0018142
16.732,-0.0040098
16.733,-0.015429
16.734,-0.04128
16.735,-0.036447
16.736,-0.087907
16.737,-0.13169
16.738,-0.11589
16.739,-0.082366
16.74,-0.032161
16.741,-0.0037878
16.742,0.023921
16.743,0.0085046
16.744,0.033033
16.745,0.049083
16.746,0.058037
16.747,0.078865
16.748,0.043211
16.749,0.06845
16.75,0.042687
16.751,0.022078
16.752,0.022565
16.753,-0.0061015
16.754,0.016936
16.755,0.017124
16.756,-0.0013725
16.757,-0.04285
16.758,-0.048591
16.759,-0.023188
16.76,-0.030302
16.761,0.014719
16.762,0.080878
16.763,0.088349
16.764,0.084005
16.765,0.11464
16.766,0.14968
16.767,0.14312
16.768,0.15533
16.769,0.16323
16.77,0.14121
16.771,0.09027
16.772,0.043966
16.773,0.054632
16.774,0.00040923
16.775,-0.05128
16.776,-0.015563
16.777,-0.016266
16.778,-0.0085885
16.779,0.025259
16.78,0.027785
16.781,0.035355
16.782,0.022779
16.783,0.028232
16.784,0.093337
16.785,0.085559
16.786,0.049309
16.787,0.051906
16.788,0.0048255
16.789,-0.015148
16.79,0.0092564
16.791,0.022769
16.792,0.051782
16.793,0.052598
16.794,0.032746
16.795,0.018342
16.796,0.013407
16.797,0.0060099
16.798,-0.016276
16.799,-0.019023
16.8,-0.0067468
16.801,0.013144
16.802,0.000949
16.803,-0.027863
16.804,-0.022155
16.805,-0.019782
16.806,-0.014613
16.807,-0.0085868
16.808,-0.0036336
16.809,0.036737
16.81,0.070956
16.811,0.081648
16.812,0.047111
16.813,0.031509
16.814,0.062648
16.815,0.04629
16.816,0.025958
16.817,0.052636
16.818,0.095824
16.819,0.089504
16.82,0.056195
16.821,0.048111
16.822,0.04884
16.823,0.04366
16.824,-0.00095293
16.825,-0.01687
16.826,0.034093
16.827,0.058614
16.828,0.067928
16.829,0.054893
16.83,0.044389
16.831,0.051579
16.832,0.053448
16.833,0.043394
16.834,0.01329
16.835,0.018208
16.836,0.011498
16.837,-0.041963
16.838,-0.072464
16.839,-0.05444
16.84,-0.057452
16.841,-0.081766
16.842,-0.068451
16.843,-0.041774
16.844,-0.015283
16.845,-0.013243
16.846,-0.035682
16.847,-0.039925
16.848,-0.027519
16.849,-0.022746
16.85,-0.034032
16.851,0.0010814
16.852,0.013521
16.853,-0.02841
16.854,-0.016664
16.855,0.0036497
16.856,0.017227
16.857,0.02514
16.858,0.0022794
16.859,-0.016399
16.86,-0.014944
16.861,0.014678
16.862,0.031265
16.863,0.016166
16.864,0.041144
16.865,0.043537
16.866,0.010375
16.867,0.027982
16.868,0.024877
16.869,0.026969
16.87,0.027851
16.871,-0.0057101
16.872,-0.0076544
16.873,-0.053243
16.874,-0.093409
16.875,-0.086699
16.876,-0.077721
16.877,-0.069475
16.878,-0.074163
16.879,-0.051507
16.88,-0.0032282
16.881,0.026539
16.882,0.03314
16.883,0.063341
16.884,0.10202
16.885,0.086346
16.886,0.051845
16.887,0.031183
16.888,0.025681
16.889,0.027128
16.89,0.015956
16.891,0.044158
16.892,0.07295
16.893,0.10832
16.894,0.15633
16.895,0.17355
16.896,0.21392
16.897,0.24621
16.898,0.27406
16.899,0.29535
16.9,0.27656
16.901,0.26648
16.902,0.24823
16.903,0.21761
16.904,0.1777
16.905,0.13118
16.906,0.14561
16.907,0.1324
16.908,0.11525
16.909,0.14266
16.91,0.1334
16.911,0.15449
16.912,0.1432
16.913,0.13459
16.914,0.12658
16.915,0.06506
16.916,0.067879
16.917,0.081328
16.918,0.043649
16.919,0.027398
16.92,0.042743
16.921,0.037631
16.922,0.04717
16.923,0.055186
16.924,0.0718
16.925,0.093611
16.926,0.077646
16.927,0.12047
16.928,0.17052
16.929,0.17533
16.93,0.20551
16.931,0.20769
16.932,0.20205
16.933,0.21604
16.934,0.19979
16.935,0.19166
16.936,0.18626
16.937,0.18609
16.938,0.18853
16.939,0.17591
16.94,0.17949
16.941,0.18648
16.942,0.19714
16.943,0.22938
16.944,0.25544
16.945,0.25517
16.946,0.24839
16.947,0.22438
16.948,0.18241
16.949,0.1554
16.95,0.14062
16.951,0.13996
16.952,0.118
16.953,0.062421
16.954,0.011982
16.955,-0.03266
16.956,-0.039624
16.957,-0.010526
16.958,0.0088701
16.959,0.021306
16.96,0.034005
16.961,0.078582
16.962,0.14442
16.963,0.17237
16.964,0.16384
16.965,0.13739
16.966,0.12245
16.967,0.13437
16.968,0.12185
16.969,0.10795
16.97,0.10533
16.971,0.10053
16.972,0.11578
16.973,0.14471
16.974,0.16559
16.975,0.1612
16.976,0.1538
16.977,0.16656
16.978,0.19301
16.979,0.16915
16.98,0.1614
16.981,0.19743
16.982,0.16746
16.983,0.13795
16.984,0.13431
16.985,0.11872
16.986,0.095345
16.987,0.09533
16.988,0.12726
16.989,0.11756
16.99,0.063076
16.991,0.046718
16.992,0.018059
16.993,-0.044573
16.994,-0.040604
16.995,-0.038782
16.996,-0.083487
16.997,-0.11298
16.998,-0.12598
16.999,-0.13482
17,-0.11699
17.001,-0.11098
17.002,-0.13977
17.003,-0.12791
17.004,-0.10492
17.005,-0.11302
17.006,-0.094186
17.007,-0.098742
17.008,-0.11476
17.009,-0.075833
17.01,-0.06412
17.011,-0.038195
17.012,0.018987
17.013,0.019928
17.014,0.02431
17.015,0.046316
17.016,0.041481
17.017,0.025429
17.018,0.014221
17.019,0.00041757
17.02,-0.029543
17.021,-0.030762
17.022,-0.011443
17.023,-0.028008
17.024,-0.018073
17.025,0.0095183
17.026,-0.0097927
17.027,-0.0037233
17.028,0.00064856
17.029,0.00048045
17.03,0.018833
17.031,0.028005
17.032,-0.0058909
17.033,-0.059959
17.034,-0.074017
17.035,-0.094056
17.036,-0.10925
17.037,-0.1317
17.038,-0.14862
17.039,-0.14595
17.04,-0.17061
17.041,-0.14815
17.042,-0.10949
17.043,-0.12241
17.044,-0.15045
17.045,-0.16878
17.046,-0.18035
17.047,-0.20715
17.048,-0.19891
17.049,-0.17034
17.05,-0.15539
17.051,-0.12904
17.052,-0.14057
17.053,-0.17057
17.054,-0.17117
17.055,-0.1862
17.056,-0.21109
17.057,-0.21723
17.058,-0.22395
17.059,-0.22691
17.06,-0.21513
17.061,-0.19236
17.062,-0.14557
17.063,-0.13416
17.064,-0.15255
17.065,-0.14077
17.066,-0.15108
17.067,-0.15351
17.068,-0.14351
17.069,-0.15281
17.07,-0.15795
17.071,-0.14548
17.072,-0.1507
17.073,-0.15768
17.074,-0.12688
17.075,-0.12625
17.076,-0.15779
17.077,-0.17043
17.078,-0.12437
17.079,-0.084038
17.08,-0.097198
17.081,-0.093005
17.082,-0.086494
17.083,-0.077939
17.084,-0.044088
17.085,-0.025609
17.086,-0.043228
17.087,-0.050242
17.088,-0.036938
17.089,-0.041403
17.09,-0.051129
17.091,-0.072478
17.092,-0.09509
17.093,-0.10652
17.094,-0.095151
17.095,-0.033184
17.096,0.0014303
17.097,0.017633
17.098,0.032869
17.099,0.016561
17.1,0.0081488
17.101,-0.034427
17.102,-0.077009
17.103,-0.0742
17.104,-0.040544
17.105,-0.030146
17.106,-0.053195
17.107,-0.033796
17.108,-0.033687
17.109,-0.016989
17.11,0.030855
17.111,0.049889
17.112,0.082936
17.113,0.11389
17.114,0.11434
17.115,0.11164
17.116,0.11188
17.117,0.11941
17.118,0.13537
17.119,0.11263
17.12,0.098879
17.121,0.11364
17.122,0.11147
17.123,0.099079
17.124,0.11831
17.125,0.14309
17.126,0.13719
17.127,0.16551
17.128,0.18533
17.129,0.17985
17.13,0.19996
17.131,0.2149
17.132,0.21165
17.133,0.20436
17.134,0.21151
17.135,0.20126
17.136,0.15578
17.137,0.14428
17.138,0.13096
17.139,0.075642
17.14,0.024156
17.141,-0.0034203
17.142,-0.012723
17.143,0.0020965
17.144,0.0071898
17.145,-0.013123
17.146,-0.014976
17.147,-0.033327
17.148,-0.045281
17.149,-0.042806
17.15,-0.061771
17.151,-0.072184
17.152,-0.077465
17.153,-0.071845
17.154,-0.060035
17.155,-0.037092
17.156,-0.0019771
17.157,0.0043269
17.158,-0.010491
17.159,-0.0098114
17.16,0.028857
17.161,0.046959
17.162,0.042594
17.163,0.047654
17.164,0.037443
17.165,0.025413
17.166,0.010259
17.167,0.0055221
17.168,-0.018033
17.169,-0.056934
17.17,-0.089381
17.171,-0.13191
17.172,-0.16213
17.173,-0.17599
17.174,-0.18015
17.175,-0.20363
17.176,-0.21994
17.177,-0.20297
17.178,-0.17386
17.179,-0.16662
17.18,-0.17762
17.181,-0.19156
17.182,-0.22075
17.183,-0.22199
17.184,-0.22799
17.185,-0.25719
17.186,-0.26211
17.187,-0.2777
17.188,-0.26347
17.189,-0.23205
17.19,-0.2423
17.191,-0.24347
17.192,-0.25847
17.193,-0.27203
17.194,-0.24784
17.195,-0.21178
17.196,-0.16036
17.197,-0.13733
17.198,-0.15027
17.199,-0.17766
17.2,-0.18796
17.201,-0.14827
17.202,-0.14801
17.203,-0.17485
17.204,-0.17958
17.205,-0.14205
17.206,-0.11275
17.207,-0.12245
17.208,-0.10315
17.209,-0.079773
17.21,-0.042469
17.211,-0.059161
17.212,-0.10564
17.213,-0.1276
17.214,-0.1368
17.215,-0.10242
17.216,-0.10254
17.217,-0.11269
17.218,-0.13848
17.219,-0.19721
17.22,-0.18501
17.221,-0.1698
17.222,-0.17257
17.223,-0.16668
17.224,-0.19379
17.225,-0.22828
17.226,-0.24498
17.227,-0.21347
17.228,-0.17327
17.229,-0.16139
17.23,-0.14222
17.231,-0.11376
17.232,-0.091034
17.233,-0.084856
17.234,-0.060066
17.235,-0.046047
17.236,-0.070813
17.237,-0.055454
17.238,-0.022096
17.239,7.92E-05
17.24,0.012613
17.241,0.030059
17.242,0.055784
17.243,0.047594
17.244,0.047749
17.245,0.073423
17.246,0.092806
17.247,0.077894
17.248,0.031653
17.249,0.016703
17.25,0.013036
17.251,-0.012917
17.252,-0.032871
17.253,-0.048894
17.254,-0.067904
17.255,-0.060291
17.256,-0.042291
17.257,-0.031163
17.258,-0.057402
17.259,-0.083265
17.26,-0.04492
17.261,-0.0247
17.262,-0.016188
17.263,0.0030659
17.264,-0.014199
17.265,-0.031848
17.266,-0.045436
17.267,-0.054521
17.268,-0.062755
17.269,-0.10823
17.27,-0.11453
17.271,-0.10414
17.272,-0.11204
17.273,-0.10402
17.274,-0.12023
17.275,-0.11421
17.276,-0.10323
17.277,-0.097629
17.278,-0.084508
17.279,-0.092716
17.28,-0.098491
17.281,-0.088634
17.282,-0.070203
17.283,-0.077772
17.284,-0.07683
17.285,-0.065178
17.286,-0.077634
17.287,-0.07942
17.288,-0.068727
17.289,-0.051954
17.29,-0.055103
17.291,-0.0589
17.292,-0.047617
17.293,-0.028633
17.294,9.19E-05
17.295,-0.0031192
17.296,-0.018255
17.297,-0.0053468
17.298,0.00299
17.299,-0.023774
17.3,-0.03038
17.301,-0.0050746
17.302,-0.010865
17.303,-0.037994
17.304,-0.054779
17.305,-0.044909
17.306,-0.010577
17.307,-0.018253
17.308,-0.044678
17.309,-0.049382
17.31,-0.023264
17.311,0.044582
17.312,0.064146
17.313,0.039413
17.314,0.050321
17.315,0.049372
17.316,0.037898
17.317,0.053665
17.318,0.024924
17.319,-0.01814
17.32,-0.022336
17.321,-0.040764
17.322,-0.055254
17.323,-0.032271
17.324,-0.00018242
17.325,-0.0025923
17.326,-0.023235
17.327,-0.0092835
17.328,-0.0028622
17.329,-0.0038658
17.33,-0.015829
17.331,-0.034222
17.332,-0.028162
17.333,-0.033913
17.334,-0.031536
17.335,-0.047549
17.336,-0.10405
17.337,-0.14387
17.338,-0.13631
17.339,-0.10167
17.34,-0.11923
17.341,-0.16566
17.342,-0.20933
17.343,-0.26498
17.344,-0.28638
17.345,-0.28007
17.346,-0.26485
17.347,-0.25223
17.348,-0.22494
17.349,-0.19097
17.35,-0.19325
17.351,-0.18882
17.352,-0.19394
17.353,-0.19439
17.354,-0.20385
17.355,-0.18772
17.356,-0.17808
17.357,-0.18886
17.358,-0.13596
17.359,-0.15106
17.36,-0.14979
17.361,-0.10763
17.362,-0.10706
17.363,-0.11925
17.364,-0.1337
17.365,-0.12872
17.366,-0.1408
17.367,-0.11527
17.368,-0.091578
17.369,-0.12
17.37,-0.12275
17.371,-0.11456
17.372,-0.11346
17.373,-0.11328
17.374,-0.11005
17.375,-0.11854
17.376,-0.13442
17.377,-0.10429
17.378,-0.062141
17.379,-0.050758
17.38,-0.047789
17.381,-0.045773
17.382,-0.057564
17.383,-0.10113
17.384,-0.15061
17.385,-0.1564
17.386,-0.17799
17.387,-0.22477
17.388,-0.25181
17.389,-0.23658
17.39,-0.18681
17.391,-0.18056
17.392,-0.19725
17.393,-0.17649
17.394,-0.13048
17.395,-0.097713
17.396,-0.069299
17.397,-0.06031
17.398,-0.048333
17.399,-0.038881
17.4,-0.057053
17.401,-0.052481
17.402,-0.091959
17.403,-0.1332
17.404,-0.13688
17.405,-0.1431
17.406,-0.11191
17.407,-0.084237
17.408,-0.08414
17.409,-0.085484
17.41,-0.088185
17.411,-0.10447
17.412,-0.092448
17.413,-0.050775
17.414,-0.058656
17.415,-0.058155
17.416,-0.045461
17.417,-0.029373
17.418,-0.026223
17.419,-0.055662
17.42,-0.058527
17.421,-0.077022
17.422,-0.08309
17.423,-0.090828
17.424,-0.096621
17.425,-0.087302
17.426,-0.092176
17.427,-0.059928
17.428,-0.028677
17.429,-0.022982
17.43,-0.0078928
17.431,0.0090812
17.432,0.0032856
17.433,-0.024212
17.434,-0.055058
17.435,-0.091375
17.436,-0.1234
17.437,-0.14742
17.438,-0.15134
17.439,-0.12939
17.44,-0.10485
17.441,-0.068562
17.442,-0.046257
17.443,-0.043239
17.444,0.0021551
17.445,0.034342
17.446,0.03077
17.447,0.043975
17.448,0.037276
17.449,0.028155
17.45,0.027882
17.451,0.020601
17.452,0.024523
17.453,0.0016011
17.454,-0.029045
17.455,-0.0017845
17.456,0.01141
17.457,-0.0078895
17.458,0.0055809
17.459,0.011011
17.46,0.032186
17.461,0.092237
17.462,0.11644
17.463,0.12447
17.464,0.13883
17.465,0.14232
17.466,0.14199
17.467,0.14303
17.468,0.14154
17.469,0.12253
17.47,0.11319
17.471,0.1113
17.472,0.098564
17.473,0.13416
17.474,0.16172
17.475,0.15466
17.476,0.17281
17.477,0.20046
17.478,0.23716
17.479,0.23779
17.48,0.21359
17.481,0.20259
17.482,0.19403
17.483,0.1768
17.484,0.14859
17.485,0.13845
17.486,0.12187
17.487,0.099244
17.488,0.048918
17.489,0.017231
17.49,0.052808
17.491,0.046199
17.492,0.029311
17.493,0.05903
17.494,0.081392
17.495,0.094884
17.496,0.11598
17.497,0.14043
17.498,0.13192
17.499,0.12098
17.5,0.13129
17.501,0.13183
17.502,0.11358
17.503,0.097042
17.504,0.098738
17.505,0.098117
17.506,0.11393
17.507,0.12099
17.508,0.10351
17.509,0.098904
17.51,0.11235
17.511,0.14171
17.512,0.16672
17.513,0.15956
17.514,0.14911
17.515,0.16505
17.516,0.16901
17.517,0.14921
17.518,0.11987
17.519,0.071182
17.52,0.0124
17.521,0.010251
17.522,0.048272
17.523,0.077783
17.524,0.10503
17.525,0.092589
17.526,0.065838
17.527,0.078078
17.528,0.11964
17.529,0.12334
17.53,0.095403
17.531,0.098419
17.532,0.10605
17.533,0.1145
17.534,0.090007
17.535,0.070988
17.536,0.073913
17.537,0.033137
17.538,0.02383
17.539,0.049367
17.54,0.028181
17.541,-0.0035739
17.542,-0.011044
17.543,-0.011664
17.544,0.0036042
17.545,0.010577
17.546,-0.0048453
17.547,-0.028498
17.548,-0.065965
17.549,-0.076957
17.55,-0.1057
17.551,-0.14197
17.552,-0.11994
17.553,-0.12667
17.554,-0.14213
17.555,-0.11731
17.556,-0.0926
17.557,-0.0835
17.558,-0.070561
17.559,-0.078858
17.56,-0.10898
17.561,-0.10644
17.562,-0.088588
17.563,-0.082022
17.564,-0.089041
17.565,-0.086295
17.566,-0.070491
17.567,-0.089645
17.568,-0.12243
17.569,-0.13551
17.57,-0.16055
17.571,-0.15674
17.572,-0.12622
17.573,-0.14631
17.574,-0.16148
17.575,-0.15843
17.576,-0.15144
17.577,-0.11797
17.578,-0.10594
17.579,-0.11785
17.58,-0.16629
17.581,-0.22886
17.582,-0.23432
17.583,-0.22983
17.584,-0.24264
17.585,-0.26421
17.586,-0.27554
17.587,-0.28746
17.588,-0.28488
17.589,-0.25828
17.59,-0.28081
17.591,-0.23313
17.592,-0.19042
17.593,-0.21062
17.594,-0.17126
17.595,-0.16293
17.596,-0.17631
17.597,-0.192
17.598,-0.22706
17.599,-0.23531
17.6,-0.23557
17.601,-0.25249
17.602,-0.27139
17.603,-0.27908
17.604,-0.28242
17.605,-0.26651
